tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,target
4.8115261498,7.1583475301,3.0269836533,7.5884375981,3.8482933127,-1.7385070071,-1.2357197565,-0.8740665491,0.6064184263,0.9683354588,0.742847229,0.8123510587,0.0825026322
4.1897462162,0.6120394446,2.3698371897,9.0152516751,2.8427096311,-0.9215806641,-1.3983206825,-0.5228082844,0.9926752304,0.173616784,0.0543131674,0.8158906607,0.0146893999
7.8823714052,9.5077546021,8.8586982592,4.8175642232,3.2772760732,-0.9343135241,-1.0289068161,-1.314055733,0.3555947161,0.610183357,0.8175069847,0.5715819789,0.0640584286
4.041125055,2.2558702034,2.6222337412,9.858846604,3.2189781496,-1.4821970499,-1.1048726441,-0.6319084556,0.107841708,0.7019538191,0.1039085651,0.6305402639,-0.0231563679
1.7384966242,8.7042949924,9.4438065143,9.0175992426,3.7023478145,-1.9928069626,-0.5542015364,-1.1553393155,0.5955510664,0.3336754145,0.2982230455,0.2749096195,-0.0130956351
8.3402866401,3.2570883639,7.356803531,5.906301919,4.1959482788,-1.4790285061,-1.8699995783,-0.8469201944,0.9645105431,0.8795266598,0.5370087547,0.396433984,0.0656973249
1.367631129,3.4523879638,8.2099918395,6.2692550331,3.4255187025,-0.7001202577,-0.8234055782,-1.9019928666,0.714481268,0.4181259038,0.269592658,0.8851943971,0.0070352999
4.8419642638,5.2891314039,6.5173757835,6.1479451987,3.0830525256,-1.3553544357,-0.5213161034,-1.2063819865,0.8192309812,0.4947753406,0.2173705544,0.345805062,0.0425566582
9.3809682614,3.229633539,0.6075703072,8.2844119596,3.8490623489,-1.2704698629,-0.7883353899,-1.7902570962,0.4201622528,0.4122216026,0.2188987407,0.711187126,0.0094739797
9.379102925,6.4662189054,4.3284566857,8.6655146051,2.2168440789,-0.6746898153,-0.8136718189,-0.7284824446,0.0636409912,0.5222270466,0.8215849268,0.6899415515,0.0461163316
1.6158666947,9.893979577,6.7651689453,9.903880631,3.1368352536,-0.9618584216,-1.6349240871,-0.5400527449,0.0831053283,0.6503510285,0.3227574444,0.9180674165,0.0511911035
9.1596255859,7.5731640679,1.7171960207,9.2507232325,3.9886696389,-1.6749412203,-1.6124282314,-0.7013001872,0.1882216617,0.6563964856,0.521822845,0.394347198,0.0105356461
3.4295083133,1.3459435504,3.4860363187,1.7345998295,3.1721153891,-0.8531846823,-1.481422311,-0.8375083958,0.8972832651,0.35299792,0.2104257798,0.3794353018,-0.0118061792
0.7248074649,9.4056845355,7.748348589,1.6548041733,2.6557773474,-0.7666080444,-1.1798717742,-0.7092975287,0.699108833,0.714152549,0.1833196238,0.7063383179,-0.03121584
2.3280758991,8.459794157,9.5925943472,4.1983488102,3.9043091413,-0.6167864661,-1.364758687,-1.9227639882,0.9740096581,0.3886389093,0.370730251,0.1300860415,-0.0126906261
4.4550760332,7.7327267941,9.2707760371,7.6747471397,3.6994334895,-1.9437009238,-1.0637025566,-0.6920300091,0.1441622447,0.8708232578,0.6962890816,0.9913691675,0.0824401655
9.111257295,5.9222047143,6.7469396072,2.8772745144,4.1907561355,-0.6956338684,-1.8177094977,-1.6774127693,0.1307965787,0.1823496774,0.7169274283,0.111282492,-0.0053146967
2.7306334878,9.7591030989,5.5387451982,2.0307925719,3.84546224,-1.9839490191,-0.6174648398,-1.2440483811,0.4952043758,0.6268568848,0.7149350896,0.0949691314,0.0120054888
6.9307323053,2.5223036085,4.4982661227,7.4003190737,3.769992224,-1.592008948,-0.6035402835,-1.5744429925,0.6826310064,0.8010967014,0.9600708077,0.6974093772,0.0744469706
3.5136489878,5.2551620034,1.2980546125,2.7990221476,4.3358333577,-1.4902559242,-1.4520737295,-1.393503704,0.6767171354,0.6094366101,0.6591557113,0.5598689818,0.0196281304
1.8183834226,7.9073679221,4.4003795905,2.1887227483,2.048816147,-0.6063660493,-0.7264715683,-0.7159785294,0.3531060571,0.1120073807,0.2569996645,0.4922453286,-0.0277778918
3.6651987315,3.5261677298,5.723076487,3.7433359569,3.5221488334,-1.5892110197,-0.770636558,-1.1623012557,0.4783496029,0.3156266448,0.1995713574,0.7490018691,0.0086127435
3.546459281,4.2992372379,5.0923607449,7.7751365307,2.068962859,-0.7009087736,-0.7660273704,-0.602026715,0.5962762461,0.8711427919,0.1725229123,0.5807010463,0.0416134149
3.8476657991,4.627366751,1.1206154101,4.4982334512,3.7202777733,-1.5300932011,-1.4410736275,-0.7491109448,0.3388834414,0.1725538792,0.7134331309,0.7057362359,-0.0208786831
2.0600371391,8.4011498277,3.2016548,9.7475640439,4.0609212423,-1.9024665154,-1.3994669725,-0.7589877545,0.4237478732,0.1829636962,0.1787906647,0.5179552248,-0.0246165709
3.5262745798,8.9673202384,1.8949315548,1.4443325111,3.2326439016,-0.7654998044,-1.8095252469,-0.6576188503,0.7513688506,0.4894828771,0.7908779466,0.4020687829,-0.0180708445
9.8053476236,4.4686631674,4.2945669889,1.3244329633,2.9199294862,-0.8694616353,-1.3760043262,-0.6744635247,0.5648086274,0.5614325525,0.0871515083,0.9827047454,-0.0289627484
9.3909464986,5.4278659523,0.5803971893,2.7472169005,3.0554037125,-1.1833261602,-1.1825888101,-0.6894887422,0.5910779678,0.3354238156,0.7442793016,0.5865167833,-0.0354427684
0.8269300467,0.6456681784,0.9771955099,2.0614709573,4.0582293642,-1.6293665224,-0.8173709718,-1.61149187,0.5895258865,0.6916462205,0.8966540966,0.1172268337,-0.0566592146
3.7454866769,4.1234370727,9.1450003815,8.9941977799,4.5787869566,-1.9777368893,-1.6961866381,-0.9048634292,0.6111185621,0.1329747158,0.2768044182,0.5979804177,0.0121062714
8.6395844641,8.1721260203,4.5609082307,9.7194762283,3.6022779145,-0.631853018,-1.1958984663,-1.7745264302,0.6890106707,0.33349384,0.980586561,0.3951380511,0.0579375496
4.4354016923,9.9780423015,8.5072995806,7.690495937,3.072257292,-1.5195787402,-1.0304662579,-0.5222122938,0.1214884258,0.1561251146,0.8632224349,0.2166781949,0.0236192542
7.1657824724,4.510328005,3.0555470983,7.2433755461,4.2214748564,-1.5353192784,-1.5338897698,-1.1522658082,0.6809865638,0.3019772079,0.8165510704,0.2272620021,0.0261075119
7.6028676753,6.7449959987,1.8367934322,8.1425642577,5.5480762191,-1.8915391119,-1.7569939937,-1.8995431136,0.7972637066,0.3321663732,0.2268986951,0.7168672198,0.0497432304
9.8485482031,2.6323928807,3.3558623467,2.2635072537,4.4114170672,-1.1500617616,-1.5996629402,-1.6616923655,0.6802891717,0.8241599213,0.1599041313,0.8497538514,-0.0079780146
3.2042684049,7.6563850593,9.8206088399,4.4192869214,4.1244562281,-0.7288906554,-1.6192322068,-1.7763333659,0.9400666297,0.6574878341,0.0740724379,0.319463017,0.0158069258
1.0075653796,7.1180755342,5.0816056512,9.0728751658,3.2524897856,-1.6102400578,-1.1112904092,-0.5309593186,0.1631383781,0.9479897875,0.971822389,0.2183504836,0.0523757958
3.4200459708,9.6031111979,8.0441809654,6.3950271252,4.2792537809,-1.5507043451,-1.8245485745,-0.9040008613,0.5177657517,0.7192674369,0.2693242296,0.2703260621,0.0254824734
7.33866321,1.7394121634,8.9156801785,0.8870117987,3.3613144443,-0.8788397973,-1.1511750625,-1.3312995844,0.739384672,0.9660772441,0.3180240913,0.8234877451,-0.0412679316
2.122674947,8.5068484212,8.9761227999,5.2970716724,4.342035187,-1.56490021,-1.9547458522,-0.8223891248,0.6349256135,0.2635701879,0.6299584328,0.4520773375,0.0122191569
2.3234326462,9.9882321283,2.7555782418,6.8808918867,2.5694125767,-0.7411350006,-1.2654480637,-0.5628295124,0.561939951,0.2482406466,0.9902075992,0.5467393813,-0.010168342
5.2657357182,2.1067425546,8.8097640228,2.0375948138,3.8701754419,-1.4223011389,-0.7610299117,-1.6868443913,0.2621957852,0.2496923912,0.7495915852,0.8336707765,-0.0126531115
4.0464710054,1.9375121956,3.305091807,7.0660730007,3.8182427276,-1.5262566722,-0.8917211543,-1.4002649011,0.7192494853,0.8940567641,0.5572977159,0.9601890617,0.0530630645
2.3902483137,1.1222844252,1.5617982705,3.2618571964,3.3569515503,-0.7056312382,-1.1620326247,-1.4892876875,0.962478009,0.9912620943,0.4356571468,0.7039659811,0.0271909204
8.6440668677,8.7753570599,8.9589097947,4.473076906,3.3821938059,-0.9844787562,-1.7780383303,-0.6196767194,0.4994519843,0.9184528801,0.8676276704,0.1714027628,0.0734377241
9.2161081688,8.8026606252,3.707288615,2.438857788,3.9125616449,-1.0356924652,-1.7397450478,-1.137124132,0.7323194339,0.8659192817,0.7463382173,0.5937501968,0.0488324559
1.7100017086,8.4770613343,6.861015661,5.0747659708,4.8146351355,-1.406730295,-1.5732090392,-1.8346958013,0.0756598068,0.7196966578,0.2896847655,0.4138333433,0.0201012015
6.7532256659,2.5156583616,1.336673394,2.2815744444,4.7044264596,-1.9997413939,-1.2390305097,-1.4656545561,0.9224319179,0.2874568297,0.7127948746,0.7641371018,-0.0065492851
9.5623964,1.9015601885,4.1160939599,7.1397302705,4.3252892942,-1.0582554306,-1.879711778,-1.3873220857,0.580021463,0.5543719914,0.2659609444,0.3613370234,-0.0041105496
4.6062930234,5.3637378437,5.2429000902,4.4021642074,2.2060371808,-0.7500018297,-0.6384661019,-0.8175692492,0.7878709137,0.5012851885,0.944688661,0.127477745,0.0687307281
7.7872895588,0.924761444,4.5743629637,3.798022113,2.6943344386,-0.6995587095,-1.1445618265,-0.8502139026,0.4288310426,0.7248321748,0.9957016075,0.6087964123,0.0227940484
3.0385726866,1.6155687,1.4818949064,8.2813616715,2.926181939,-0.7836825996,-1.0502734312,-1.0922259082,0.0558071282,0.3524267514,0.781335923,0.1295011622,-0.0531413028
8.6924398526,1.7195612608,3.4428691561,9.1021105335,3.9977583907,-1.4510594564,-0.6029706823,-1.943728252,0.4204812026,0.5991004955,0.7771081123,0.4595446856,-0.003479808
9.5736036192,2.3278814074,2.8506522154,8.5194107828,3.8495008472,-0.6985474706,-1.1611963969,-1.9897569796,0.5780871592,0.596833799,0.1150530428,0.9353789894,0.0324326173
9.5801272737,2.325606884,6.2300856609,6.9075931978,4.4126735217,-1.8737958137,-0.5691333403,-1.9697443677,0.764215028,0.9922429843,0.9393779695,0.7066621904,0.0689203124
9.3136230862,2.6198043754,1.0746563304,6.3290482724,4.1093539685,-0.9322833819,-1.8130678961,-1.3640026905,0.4480210223,0.7611381043,0.5426793495,0.8270909611,0.0019903275
2.0010083404,9.0902157136,5.8284365665,9.825785716,4.3894265974,-1.2604231868,-1.1373633404,-1.9916400701,0.542899388,0.0708892492,0.1751864215,0.5225313255,-0.0280204862
5.5220402387,1.6297293343,0.6204398796,2.138811024,4.6440865369,-1.362322937,-1.4050848407,-1.8766787591,0.7297425091,0.2266236783,0.5618592589,0.4344053168,-0.0307037412
3.3760231813,2.8607154473,4.8211078532,2.5460413803,2.999276502,-0.5495921043,-0.7539747191,-1.6957096786,0.3867940507,0.8099377882,0.522811446,0.2419896665,0.0095073829
5.3069045769,2.4527924869,5.4148245917,4.9649730872,2.8537059351,-0.9527092673,-1.3916302842,-0.5093663837,0.1604398271,0.9586690826,0.8670214095,0.1835198815,0.0264962906
7.7452439126,4.3116934531,7.8933860172,0.9178035588,3.4579622526,-1.4250116112,-1.2913453159,-0.7416053255,0.5761981949,0.8519293616,0.1720118774,0.7886368156,-0.0046142724
5.2790959124,5.4580296743,4.123039484,9.8607679364,2.4410748452,-1.0282130418,-0.7903458595,-0.6225159439,0.462567097,0.2871557563,0.2529455544,0.6631039277,0.0214226453
1.5967359322,5.7440439768,5.888295335,2.4343918767,3.7623635774,-1.0193506027,-0.8698461352,-1.8731668394,0.7694465231,0.7332181568,0.0969157005,0.1590499874,-0.0333360643
7.2144495135,2.2659063931,3.8890593689,9.0126630519,3.6752662953,-0.7225571221,-1.2492459724,-1.7034632008,0.8374245004,0.5990877968,0.9752445325,0.7724721385,0.0610516015
9.3580199178,6.9038235615,9.6541691384,8.8412329634,4.2102961355,-1.3291207354,-1.1541994058,-1.7269759944,0.1669908333,0.786268776,0.3234650541,0.0695142207,0.0220164858
1.2601386826,4.9041286931,5.8512242972,8.9128372993,4.3995743596,-1.7428234256,-1.2950925611,-1.3616583729,0.7875583781,0.3934678151,0.3085021339,0.6049442828,-0.0114542786
3.3995689089,2.2543266591,3.971854129,1.0046493739,3.7875114713,-0.523776646,-1.606825925,-1.6569089004,0.709263565,0.203841282,0.2120306152,0.1170937121,-0.0202556516
9.976661119,6.4998347389,7.0010274267,8.5712274766,3.3919745877,-1.0693228494,-0.7886396434,-1.5340120948,0.6873751648,0.7929528331,0.3124599772,0.9592985329,0.082076121
3.5868143945,0.7273920602,4.3136809029,8.3995004922,3.8657788986,-1.1918370658,-1.4145678841,-1.2593739487,0.3512701382,0.4701180446,0.2745368957,0.0708626961,-0.0387486544
6.5704250021,6.8259783293,0.9628124296,4.1038736436,4.3564852939,-1.8166578582,-1.7406460182,-0.7991814175,0.7914128552,0.3696866729,0.2297440774,0.2522747732,0.0116528665
5.9439929176,1.8052718494,9.3176849409,6.1596052984,2.8576816968,-1.1726035801,-1.1202134796,-0.564864637,0.455304744,0.6674906323,0.9612254035,0.8335948664,0.0546740663
7.4444894876,4.5848586467,6.3810261771,7.0596572108,4.7652225397,-0.8031456558,-1.9843846073,-1.9776922767,0.3054783263,0.5359898419,0.479328394,0.8742741313,0.0615597595
2.2052134133,7.4994867649,9.7563103051,8.0552415714,2.2308437899,-0.9582105723,-0.5051351791,-0.7674980384,0.4660071164,0.089924301,0.1400721618,0.080465926,-0.0344298703
8.5940513805,4.8287759725,3.5245534449,3.9613744818,4.22765235,-1.3588512444,-1.7199978751,-1.1488032305,0.5911414608,0.5508116164,0.5263034232,0.1564980496,0.017011259
4.3579807441,2.6528018938,0.9935207749,9.9737644343,4.6467391469,-1.5928278226,-1.1993551733,-1.854556151,0.7780035816,0.7686259379,0.1280105609,0.2295793512,-0.0290510786
9.1330748597,5.1447586425,9.003713087,9.3874428666,4.5165340878,-1.7457347238,-0.8090932402,-1.9617061238,0.643951077,0.3165210977,0.1888418553,0.4961277059,0.0382791771
4.2040791671,2.269500552,1.9748357045,1.7137005211,4.7949276038,-1.7083880287,-1.5034254724,-1.5831141027,0.8154456949,0.8450649306,0.6079605335,0.1646983291,0.0133536205
9.147908802,4.0371328856,0.7310652508,5.6334164708,4.1594401852,-1.1407974665,-1.2766037219,-1.7420389969,0.108638896,0.8893190504,0.1735144244,0.0922761063,-0.0395034378
8.7226501359,9.0075116514,4.4772236867,3.3628322161,4.3890464004,-0.7864808796,-1.6476062803,-1.9549592405,0.2145011431,0.2552137644,0.825838939,0.8838063818,0.0239220627
8.3112801327,0.848435793,1.9414357517,3.3926761575,3.0793518488,-0.9605133013,-1.036879982,-1.0819585655,0.2041452995,0.8050994071,0.9408552588,0.7338295897,-0.0414084155
5.6868863665,8.4709712902,4.9212992318,7.2086027365,2.9829094499,-0.9950782099,-0.5168074969,-1.471023743,0.6176872457,0.4217887831,0.9037838857,0.7591610172,0.0799720097
7.7110035794,9.5185985323,9.5518919854,7.5715963004,2.4740726072,-0.5765102836,-1.1930116128,-0.7045507108,0.8874997604,0.1700904548,0.161570354,0.1837199242,0.0287866379
0.7840974318,6.0621518268,8.1135622345,5.9140170621,3.9245452215,-0.7136455198,-1.9612692978,-1.2496304039,0.1143384979,0.3446072072,0.9866842208,0.9206224393,0.0626316246
2.8363758638,9.3667165343,8.944370375,2.5302064485,4.060158506,-1.3961416597,-1.4629191163,-1.2010977299,0.2573332405,0.3596873294,0.5654384451,0.1461093762,0.0002025566
1.0027038566,8.2883541338,5.2656194491,2.2644252494,3.9180624452,-1.8721550531,-0.9168931235,-1.1290142685,0.1646565437,0.8257256012,0.4609357855,0.4866798387,0.0079081261
2.886766931,4.2538118195,7.3603801969,8.1330362333,4.6613344824,-1.2033807155,-1.9187494417,-1.5392043251,0.0752689306,0.9389063882,0.5962278787,0.8756734004,0.062627471
5.1435012737,5.2096854539,7.6826521419,8.2208642155,2.9204138717,-1.3118029038,-0.6461076527,-0.9625033151,0.7249895752,0.2191123334,0.146671551,0.9447773876,0.0510009847
5.9991006883,2.758757982,9.5986944376,4.9504233881,3.5541600008,-0.9768277614,-0.8488182565,-1.728513983,0.7945340091,0.8717892811,0.9971446306,0.1395579491,0.0492833856
9.3554195458,3.1397472037,2.997617419,4.8462879274,4.0359363442,-1.1816644484,-1.0376370067,-1.8166348891,0.8236268069,0.3831851695,0.149698734,0.464116882,0.0143187454
6.7631792369,8.3443445173,4.4437839461,5.772679703,4.3904944017,-1.9861033185,-1.5866625706,-0.8177285126,0.4494427409,0.7857492861,0.2760319597,0.9901899808,0.0726467437
4.4651965285,1.60598669,2.2700778996,4.0854512378,3.3222440389,-1.0756202683,-1.6360583112,-0.6105654594,0.4722666232,0.9987053172,0.4800087171,0.1588957894,-0.031455379
3.9367083095,9.1854116665,6.7930508772,9.7883522824,4.0694128085,-1.4564881959,-1.5001309678,-1.1127936448,0.7306825801,0.7235751682,0.4393440814,0.9617190892,0.0707056123
0.9582035876,4.0956342706,1.6274873219,4.4250277267,3.1528496578,-0.5259252811,-1.5666445798,-1.060279797,0.6420318921,0.7928817067,0.71432757,0.6287625207,0.0135830251
8.6750212488,3.5451942695,4.6279729227,2.76433632,3.925563677,-0.7191210885,-1.5384722191,-1.6679703694,0.5661124101,0.2166431601,0.6782653119,0.600753107,0.0133439224
8.8320117088,6.4354970434,2.6512023876,8.9330977161,3.5338015482,-0.7307195104,-1.9653531236,-0.8377289141,0.6012242205,0.5844527518,0.6162988338,0.8030103744,0.0565209771
8.9967564029,1.546736868,7.5475654377,1.9358443809,3.2780998753,-1.8641012762,-0.6564206562,-0.7575779429,0.5779572314,0.3864324114,0.7544952328,0.9657132793,0.0046889493
7.8624719795,8.0177115561,2.6467243474,6.04350285,4.7757011468,-1.9498565579,-1.9801647398,-0.8456798491,0.389484079,0.9395815539,0.3516934638,0.9042726157,0.0685164445
0.9275240751,7.4819410793,3.1417603458,6.064315348,4.0523625976,-1.9539395653,-1.2253452724,-0.8730777599,0.8432665799,0.4882101644,0.503166948,0.3392219455,-0.0324971868
5.3614734598,6.2353495625,2.5140723509,3.2208457921,2.1416624551,-0.6797412823,-0.6215675032,-0.8403536695,0.6744138295,0.9960356741,0.1896186519,0.6040251622,0.0595663092
6.9699456976,7.1680101397,4.05485536,6.2389805578,3.5980496836,-0.7061822206,-1.7940108992,-1.0978565638,0.7529047629,0.4441057191,0.1989381929,0.932622381,0.0695869597
0.5274068971,1.0217095326,0.9647307423,0.9918969021,4.0419101638,-1.4121156394,-1.0170711667,-1.6127233577,0.8995977389,0.2520207829,0.1241855898,0.4784064805,-0.0606413757
8.5484024473,2.1502425948,9.7405567392,4.8896528421,3.7018970132,-1.564547952,-0.9315909936,-1.2057580676,0.3454286586,0.9118786031,0.8884323903,0.9480542783,0.0415177947
1.6296161284,6.288414806,8.1364013914,7.9589908886,4.016426277,-1.6104677478,-1.2369224175,-1.1690361118,0.131133653,0.987025495,0.4058191295,0.5322024929,0.0510881179
7.2426133089,1.3382198399,2.0972630879,5.2096941472,4.2670346915,-1.1932713654,-1.341013037,-1.7327502891,0.4596940418,0.7380384671,0.11518214,0.0759314737,-0.0489247106
6.9858720171,2.879878517,9.6227941254,3.6999620151,3.7483374681,-1.7088879084,-1.4160320898,-0.6234174698,0.5933099157,0.7766097102,0.6991314401,0.4363786909,0.033792035
8.9483950626,9.5744119848,7.1289221919,1.8228518635,2.6500343803,-0.6450098989,-1.4199510609,-0.5850734205,0.0964386498,0.3721637108,0.1812337356,0.5755309456,-0.0398588438
1.5989824325,7.5105593017,3.2284156377,3.9331027056,3.5170933876,-1.4657207867,-0.5187700941,-1.5326025068,0.6569599726,0.9900483822,0.5513710307,0.0851285934,0.0062729317
8.0220176199,9.748596975,7.6381993557,5.0833390528,3.6616544843,-1.4111664691,-1.7116469429,-0.5388410724,0.1544526445,0.6695029201,0.0938769774,0.2880660284,0.0108252411
2.333004437,6.5760531586,9.9829866493,1.2825675998,4.5236458662,-1.4534714161,-1.8356771678,-1.2344972823,0.4448861851,0.7245350895,0.2149220268,0.5123568622,-0.0264560678
3.0196184053,5.6035197411,2.8698639133,9.6463793105,2.9175721203,-0.5676694936,-1.1549818707,-1.194920756,0.2979064049,0.305799737,0.2039989617,0.56821128,-0.0118254844
2.6842286308,6.8910852645,1.7301292124,4.4328980986,4.3890816522,-1.3080683857,-1.5546102771,-1.5264029893,0.8815859114,0.1283016044,0.4317975044,0.6284416239,-0.0057725841
1.7006014597,2.7192624007,6.8329408351,6.8526440224,1.8590552791,-0.5970550362,-0.5940655738,-0.6679346692,0.8645711267,0.7233000202,0.2534451502,0.7965772168,0.0095253463
7.7930109924,3.4635855068,8.7144905096,6.2133319552,3.1343702991,-1.2922072857,-1.1188916279,-0.7232713855,0.9230864975,0.9542497863,0.3819958794,0.6060847854,0.0708655443
0.8038174211,9.4697265691,6.0640031626,8.7195910804,4.3967450966,-1.6318578112,-1.1489198119,-1.6159674735,0.4013884077,0.7169600607,0.8637796752,0.1946782668,0.0285159582
9.5843791926,2.8181509745,5.1445272122,8.070719322,2.9821922506,-0.5425031051,-0.7982329919,-1.6414561536,0.6968960895,0.4790580969,0.1478523368,0.8183000621,0.041693505
6.4283054397,4.1897925625,5.3387679056,1.5862151476,4.3301078639,-1.439092302,-1.1861226787,-1.7048928831,0.1814536419,0.6671531003,0.8526120376,0.7145884453,0.0320152913
5.6420976879,5.8823481929,2.8555922035,5.0456638238,3.576288904,-1.3664067123,-0.8711315698,-1.3387506219,0.7664046324,0.7352807128,0.4646701657,0.9164527127,0.0862663537
7.5319189757,9.124488946,9.6910081751,2.6334172475,3.9348686128,-0.6498348706,-1.5397984273,-1.7452353149,0.1675155788,0.4823553391,0.6834744975,0.1150671867,0.0276857101
5.4346115982,8.7080705579,2.7468027708,4.0617314641,5.0236611064,-1.6431672623,-1.7587784703,-1.6217153739,0.4096138197,0.5568393859,0.4987050866,0.3529133037,0.009123694
7.714033004,6.9566277235,6.1744464587,2.0489202678,3.3606265804,-0.6323296331,-1.3651078475,-1.3631890998,0.7132986218,0.9975533423,0.0748468546,0.3055060445,0.0467674899
9.5406714367,7.9872288791,4.7294225541,5.6886222334,2.3645106619,-0.9487798788,-0.6189673181,-0.796763465,0.8942309879,0.9161133267,0.4875919318,0.7658745183,0.0865499582
6.3638199295,1.4128176869,1.7676175553,5.1688663684,3.0556962844,-1.0436324641,-1.3272757788,-0.6847880414,0.296756446,0.2914210361,0.532199862,0.8600859378,-0.0061890186
9.8872303916,8.7418520476,7.8472500157,2.821234,2.8454996574,-0.8421450133,-0.9837694001,-1.019585244,0.4463492058,0.3572731963,0.5339989464,0.8300129564,0.0277084049
5.0310147067,2.6216527459,5.0116498989,3.6312704188,3.8751134332,-1.9215942293,-1.1331212992,-0.8203979047,0.2716060063,0.9156004585,0.0980607164,0.5411654285,-0.005075553
1.627475895,4.488340122,1.8065637619,6.369663063,4.2958155353,-1.9137425966,-1.8599606623,-0.5221122765,0.7383644437,0.3141354658,0.793666763,0.2797813354,-0.033357951
3.1861552,3.6264995424,8.722769849,8.6359413123,4.4947031851,-1.6838070185,-0.9569731488,-1.8539230178,0.5622601199,0.4647550932,0.8206301339,0.5088138629,0.0402021676
1.4938727709,9.7847205178,7.5483526872,2.555248238,4.3466814861,-1.8611808046,-1.9066724679,-0.5788282136,0.6662624894,0.7458713202,0.4982573702,0.574885735,-0.0001950044
2.3012659245,7.4601553645,4.3536845667,1.9493238149,3.6969517598,-1.2040826,-1.7596882027,-0.7331809571,0.3778612822,0.3184779123,0.053821744,0.3550759195,-0.0358551252
3.5597230933,4.149162959,1.892344104,1.0311231769,2.6125279362,-1.1983072998,-0.8684589592,-0.5457616771,0.9871331925,0.5140784846,0.7154130706,0.5687218297,0.0271365164
9.8477916339,3.9153958931,0.8423740702,3.5093921436,3.6740208648,-1.0955394719,-1.5805553551,-0.9979260378,0.8324939039,0.249394054,0.8434892005,0.9721703376,-0.0311353325
4.3085402818,2.3201148544,4.4054615427,2.1871223202,3.3745131724,-0.5525491078,-1.0136042486,-1.808359816,0.6238702972,0.4639805001,0.7246561879,0.9322442787,0.0512023963
2.1682683356,5.2200745529,8.6904516406,7.1338076936,4.5835752504,-1.9463115058,-1.0407111537,-1.5965525909,0.4703637211,0.3476199394,0.4279251644,0.4370746976,0.0064084208
8.6377231014,3.778122158,9.1329191745,4.5129598964,2.9849677256,-0.9595038953,-1.3097159075,-0.7157479229,0.9586558964,0.2961811149,0.9356594524,0.2105406996,0.0633447989
5.8169480522,1.3134576888,4.8340625719,1.2880391514,4.5805141006,-1.975105789,-1.107176367,-1.4982319446,0.8308420585,0.395270738,0.4991537897,0.4964761961,0.0003858864
3.5618507224,1.1083948137,6.083760577,1.7429561691,3.7880409724,-1.8219849105,-1.0497544006,-0.9163016613,0.4428180509,0.9573365661,0.4696234716,0.7278905103,-0.0322252615
9.2567204994,4.6535294017,9.8082918811,5.1550903364,4.5929863312,-1.7943439474,-0.9798969276,-1.8187454561,0.0692189556,0.6498977083,0.3879196543,0.1634100772,-0.0071731944
9.2382068963,7.1338070442,3.1277002103,6.4418706364,4.4984861175,-1.3802486205,-1.2275814742,-1.8906560228,0.4177095957,0.3744446073,0.95254553,0.736517514,0.0475812392
3.7186821381,7.3309113609,7.7866230179,3.6676087184,4.66856496,-1.843462128,-1.6562879219,-1.16881491,0.8411446327,0.4894579031,0.9577684503,0.9162215292,0.0789092702
8.8994748862,2.0726778011,2.4940233629,6.198480031,3.7467994288,-1.9903696516,-0.7154232003,-1.041006577,0.2620670859,0.6225660809,0.277733544,0.8207862953,-0.0006209288
5.7918306114,8.8077336174,3.0019743038,8.2248241337,3.7055037366,-1.3366695983,-1.7500910182,-0.61874312,0.1661018015,0.8189713599,0.1688717222,0.0789006845,0.0067046979
7.2930575362,9.4907890563,7.82985207,9.5770134678,2.6187667146,-1.0836366123,-0.5850583336,-0.9500717687,0.8993922836,0.4020664896,0.7872021921,0.6390021164,0.0834030254
9.5159178388,7.9713504315,4.8826668136,8.0004122798,3.2725740002,-0.8811434188,-1.3915242831,-0.9999062983,0.1822999774,0.2285692426,0.0604902536,0.5846342634,0.0044190216
6.2788039886,7.0822731749,9.4567350576,6.3117133112,4.1363431662,-0.6190213933,-1.6316727828,-1.8856489902,0.7079664179,0.4022713328,0.7701090521,0.5836045279,0.0722551671
7.4387796908,1.3749031783,5.5024522108,3.0759903971,2.6046884481,-0.5378587561,-0.7229856779,-1.3438440141,0.1466609445,0.7421797061,0.9532015664,0.3767144178,0.0017063102
9.1881321913,8.5317467324,1.7495211252,7.4603535917,4.1324849121,-1.6517264897,-0.5966254351,-1.8841329874,0.0681151955,0.1626699835,0.5632285558,0.6385844294,-0.0202744148
8.9049700812,3.7102239458,2.2485633096,5.2375143214,4.408295692,-1.4797915944,-1.4846677659,-1.4438363317,0.1363767568,0.8002040373,0.6350985722,0.3525831284,-0.0070287797
6.4333256139,3.5311659722,5.0510295218,2.6697056203,3.3127401058,-0.5745349854,-1.6520749445,-1.086130176,0.6992002043,0.8510491877,0.105221251,0.6553698641,0.0337016543
2.9775549805,6.5067974666,1.3732520559,4.5905928962,2.3744389201,-0.8836054022,-0.7338116061,-0.7570219118,0.8334994839,0.4158457548,0.7508925661,0.7556237275,0.0293049944
1.7696994496,1.8601194982,4.8990744603,8.3648279813,4.6675646777,-1.9643825254,-1.4654043665,-1.2377777857,0.7930949996,0.3825722548,0.4101226998,0.6266486075,-0.0244173198
6.4378165671,5.0273364207,0.7934851841,4.6124728284,4.2839502496,-1.2125791084,-1.2201597318,-1.8512114093,0.831061148,0.2589762113,0.1263601332,0.0574753456,-0.0080517976
